year,id,country,iso,region,income_group,lcgdp,lpop,polity,open,interest,credit,gross,fdi,cpi,balance,open_ww,kaopen,oecd,noil,safrica,low,middle,high,quake,storm,sdisaster,disaster,damage_cor,damage_gdp,disasterla,sdisasterla,mag,maxvei,combi,difmonth,abs_diff,dif_temp,drought,flood,magla,maxveila,combila,difmonthla,abs_diffla,dif_templa,droughtla,floodla,disindex,disindexla,indexla,dindex,maglaxopen_ww,maglaxpolity,maglaxkaopen,maxveilaxopen_ww,maxveilaxpolity,maxveilaxkaopen,combilaxopen_ww,combilaxpolity,combilaxkaopen,floodlaxopen_ww,floodlaxpolity,floodlaxkaopen,droughtlaxopen_ww,droughtlaxpolity,droughtlaxkaopen,dif_templaxopen_ww,dif_templaxpolity,dif_templaxkaopen,indexlaxopen_ww,indexlaxpolity,indexlaxkaopen,disindexlaxopen_ww,disindexlaxpolity,disindexlaxkaopen,EFW,size_gov,prop_rights,sound_money,freedom_to_trade,regulation
1984,5.0,Australia,AUS,.,High income: OECD,9.513758,9.649271,1.0,0.32526204,0.005487098639,0.4172955144,0.1204440631,0.00192015778,0.003950184861,-0.045414061539999995,1.0,0.40366107,1,1,0,0,0,1,0,0,1,0,1.7926828861236572,0.0008533081,0.0,1.3009233e-05,4.800000190734863,0,73.8,0.9163595182292003,0.13904186,0.13904186,0,0.91635954,6.244432e-06,0.0,6.206422e-05,1.19211345e-05,1.808828e-06,1.5594467e-05,0.0,4.8390426e-05,16.743483,0.00021781986,0.00027131903,79.6554,6.244432e-06,6.244432e-06,2.1900662e-06,0.0,0.0,0.0,6.206422e-05,6.206422e-05,2.1767351e-05,4.8390426e-05,4.8390426e-05,1.6971639e-05,0.0,0.0,0.0,1.5594467e-05,1.5594467e-05,5.469339e-06,0.00027131903,0.00027131903,9.515784e-05,0.00021781986,0.00021781986,7.639445e-05,6.96514597415814,4.978765922682701,6.965575693095227,9.280417661933798,6.32936744690537,7.305579952968581
1985,5.0,Australia,AUS,.,High income: OECD,9.568526,9.661113,1.0,0.328513,0.0119236623,0.49115171510000005,0.09663121415999999,0.01132520476,0.006739049045,-0.05036356652,1.0,0.70433193,1,1,0,0,0,1,0,2,5,0,103.58050870895386,0.046126634,0.0,6.5046166e-05,5.599999904632568,2,89.4000015258789,0.36753055354291886,0.18735994,0.18735994,0,0.36753055,7.2851703e-06,0.0029226458,7.518348e-05,4.781291e-06,2.4374092e-06,2.101366e-05,0.0,1.9408277e-05,21.174389,0.00027546257,0.00033228754,97.55489,7.2851703e-06,7.2851703e-06,2.9407397e-06,0.0029226458,0.0029226458,0.0011797583,7.518348e-05,7.518348e-05,3.0348645e-05,1.9408277e-05,1.9408277e-05,7.8343655e-06,0.0,0.0,0.0,2.101366e-05,2.101366e-05,8.482397e-06,0.00033228754,0.00033228754,0.00013413155,0.00027546257,0.00027546257,0.00011119352,7.0261748916642865,4.833615404218002,7.076535276925935,9.351837429517326,6.529014603068745,7.324980911011624
1986,5.0,Australia,AUS,.,High income: OECD,9.603577,9.674101,1.0,0.3217077,0.012156795560000001,0.527451536,0.0482658682,0.02908765805,0.009084531744,-0.05346065469,1.0,0.7572699,1,1,0,0,0,1,0,5,6,0,167.36680912971497,0.07103631,0.0,7.8055404e-05,6.300000190734863,0,73.9000015258789,1.0412127592746305,0.17464991,0.17464991,0,1.0412128,8.195818e-06,0.0,6.214831e-05,1.354538e-05,2.2720615e-06,1.9588146e-05,0.0,5.4983582e-05,20.115314,0.00026168482,0.00027731544,81.41586,8.195818e-06,8.195818e-06,5.772576e-06,0.0,0.0,0.0,6.214831e-05,6.214831e-05,4.377304e-05,5.4983582e-05,5.4983582e-05,3.8726692e-05,0.0,0.0,0.0,1.9588146e-05,1.9588146e-05,1.3796556e-05,0.00027731544,0.00027731544,0.00019532212,0.00026168482,0.00026168482,0.00018431297,7.1048759009256655,5.039551502762428,7.073310277895235,9.311036278929247,6.699225368668287,7.392742565838204
1987,5.0,Australia,AUS,.,High income: OECD,9.690206,9.688852,1.0,0.32097077,0.008366272115999999,0.544183819,-0.03344381339,0.027641617209999997,0.008488745980999999,-0.04183406606,1.0,0.8102079,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,5.400000095367432,0,93.30000305175781,0.21088210268404506,0.21331377,0.21331377,0,0.2108821,7.0249857e-06,0.0,7.84633e-05,2.7434146e-06,2.7750486e-06,2.3924555e-05,0.0,1.1136103e-05,17.745344,0.00023085331,0.00033763287,99.1242,7.0249857e-06,7.0249857e-06,5.3198105e-06,0.0,0.0,0.0,7.84633e-05,7.84633e-05,5.9417896e-05,1.1136103e-05,1.1136103e-05,8.433036e-06,0.0,0.0,0.0,2.3924555e-05,2.3924555e-05,1.8117345e-05,0.00033763287,0.00033763287,0.00025567922,0.00023085331,0.00023085331,0.00017481827,7.183576910187045,5.245487601306853,7.070085278864535,9.270235128341168,6.869436134267829,7.460504220664784
1988,5.0,Australia,AUS,.,High income: OECD,9.758038,9.705081,1.0,0.3198117,0.006644840032000001,0.5645190387,0.1147967536,0.03093317456,0.007231772377000001,-0.049168416529999995,1.0,0.86314595,1,1,0,0,0,1,0,1,4,0,59.328654289245605,0.02091892,0.0,5.2036932e-05,6.900000095367432,0,87.4,0.6263243307076346,0.20292535,0.20292535,0,0.62632436,8.976372e-06,0.0,7.350153e-05,8.147999e-06,2.6399034e-06,2.2759426e-05,0.0,3.3074462e-05,21.001537,0.0002732139,0.00032402543,95.12925,8.976372e-06,8.976372e-06,7.272727e-06,0.0,0.0,0.0,7.350153e-05,7.350153e-05,5.955152e-05,3.3074462e-05,3.3074462e-05,2.679719e-05,0.0,0.0,0.0,2.2759426e-05,2.2759426e-05,1.8439867e-05,0.00032402543,0.00032402543,0.00026252796,0.0002732139,0.0002732139,0.00022136005,7.262277919448424,5.451423699851279,7.0668602798338345,9.22943397775309,7.039646899867371,7.528265875491364
1989,5.0,Australia,AUS,.,High income: OECD,9.812009,9.722001,1.0,0.321747,0.009625002220000001,0.6982781265,0.1282788469,0.02400905704,0.007559425097,-0.059126044120000006,1.0,0.86314595,1,1,0,0,0,1,1,2,4,0,770.924633026123,0.25322065,0.0,5.2036932e-05,5.900000095367432,0,128.3000030517578,1.1308777416597824,0.15481837,0.15481837,0,1.1308777,7.675448e-06,0.0,0.00010789755,1.4711853e-05,2.0140683e-06,1.7363907e-05,0.0,5.9718543e-05,22.423992,0.00029171896,0.00046148596,135.4857,7.675448e-06,7.675448e-06,6.625032e-06,0.0,0.0,0.0,0.00010789755,0.00010789755,9.313133e-05,5.9718543e-05,5.9718543e-05,5.154582e-05,0.0,0.0,0.0,1.7363907e-05,1.7363907e-05,1.4987586e-05,0.00046148596,0.00046148596,0.00039832975,0.00029171896,0.00029171896,0.00025179604,7.340978928709804,5.657359798395705,7.063635280803134,9.18863282716501,7.209857665466913,7.596027530317944
1990,5.0,Australia,AUS,.,High income: OECD,9.831074,9.738391,1.0,0.32040814,0.01109696682,0.6965439241,0.02691317095,0.02582466475,0.007272260054,-0.05077673785,1.0,0.86314595,1,1,0,0,0,1,0,2,5,0,591.0700569152832,0.18738219,0.0,6.5046166e-05,5.199999809265137,0,89.9,0.9591094899702267,0.08496576,0.08496576,0,0.9591095,6.764801e-06,0.0,7.560397e-05,1.247728e-05,1.1053394e-06,9.529474e-06,0.0,5.0647934e-05,17.635458,0.00022942378,0.0003274821,96.14407,6.764801e-06,6.764801e-06,5.8390106e-06,0.0,0.0,0.0,7.560397e-05,7.560397e-05,6.525726e-05,5.0647934e-05,5.0647934e-05,4.3716558e-05,0.0,0.0,0.0,9.529474e-06,9.529474e-06,8.225326e-06,0.0003274821,0.0003274821,0.00028266484,0.00022942378,0.00022942378,0.0001980262,7.419679937971183,5.86329589694013,7.060410281772434,9.147831676576931,7.380068431066455,7.663789185144523
1991,5.0,Australia,AUS,.,High income: OECD,9.859009,9.752789,1.0,0.32527873,0.01070535658,0.6989904993,-0.1482086755,0.01309372534,0.003222679913,-0.0333440888,1.0,0.86314595,1,1,0,0,0,1,0,2,4,0,354.3872821331024,0.10769184,0.0,5.2036932e-05,5.199999809265137,0,79.8,0.5652413461694273,0.1211963,0.1211963,0,0.56524134,6.764801e-06,0.0,6.7110086e-05,7.3533565e-06,1.5766709e-06,1.3592969e-05,0.0,2.984884e-05,16.415104,0.00021354793,0.00029186168,85.68644,6.764801e-06,6.764801e-06,5.8390106e-06,0.0,0.0,0.0,6.7110086e-05,6.7110086e-05,5.7925798e-05,2.984884e-05,2.984884e-05,2.5763904e-05,0.0,0.0,0.0,1.3592969e-05,1.3592969e-05,1.1732715e-05,0.00029186168,0.00029186168,0.00025191923,0.00021354793,0.00021354793,0.00018432303,7.500499737554258,5.935651816844603,7.25909649667579,9.197994230158578,7.455619249722484,7.669018292193127
1992,5.0,Australia,AUS,.,High income: OECD,9.9001045,9.765313,1.0,0.34810296,0.009190266977,0.7390581573999999,-0.057213112190000005,0.01734524753,0.000985915493,-0.03377001869,1.0,0.86314595,1,1,0,0,0,1,0,2,3,1,1431.9743881225586,0.41243276,1.3009233e-05,3.9027702e-05,5.400000095367432,0,83.5999984741211,0.7120114067084956,0.062176406,0.062176406,0,0.7120114,7.0249857e-06,0.0,7.03058e-05,9.262722e-06,8.088674e-07,6.973497e-06,0.0,3.7599362e-05,16.544966,0.00021523733,0.00030578522,89.774185,7.0249857e-06,7.0249857e-06,6.063588e-06,0.0,0.0,0.0,7.03058e-05,7.03058e-05,6.0684168e-05,3.7599362e-05,3.7599362e-05,3.2453736e-05,0.0,0.0,0.0,6.973497e-06,6.973497e-06,6.0191455e-06,0.00030578522,0.00030578522,0.00026393728,0.00021523733,0.00021523733,0.00018578123,7.581319537137333,6.008007736749075,7.457782711579147,9.248156783740223,7.531170068378513,7.6742473992417315
1993,5.0,Australia,AUS,.,High income: OECD,9.936608,9.776097,1.0,0.36051464,0.008519598176,0.7440342556999999,0.1050900392,0.01370707946,0.001813110181,-0.03041638515,1.0,0.86314595,1,1,0,0,0,1,0,2,5,2,3.5843961238861084,0.0009846835,2.6018466e-05,6.5046166e-05,5.099999904632568,2,89.0,0.3709252316142402,0.086237706,0.086237706,0,0.37092522,6.6347093e-06,0.0029226458,7.4847085e-05,4.825453e-06,1.1218865e-06,9.6721315e-06,0.0,1.958754e-05,18.878105,0.00024558968,0.00032888912,96.55716,6.6347093e-06,6.6347093e-06,5.7267225e-06,0.0029226458,0.0029226458,0.00252267,7.4847085e-05,7.4847085e-05,6.4603955e-05,1.958754e-05,1.958754e-05,1.6906906e-05,0.0,0.0,0.0,9.6721315e-06,9.6721315e-06,8.348461e-06,0.00032888912,0.00032888912,0.00028387932,0.00024558968,0.00024558968,0.00021197973,7.662139336720409,6.080363656653547,7.6564689264825025,9.29831933732187,7.606720887034543,7.679476506290335
1994,5.0,Australia,AUS,.,High income: OECD,9.989567,9.785891,1.0,0.37359512,0.008102599048,0.7669499243,0.06624875981,0.01534618017,0.001894977169,-0.051921578669999996,1.0,0.86314595,1,1,0,0,0,1,1,4,10,6,180.96060180664062,0.046688724,7.8055404e-05,0.00013009233,5.199999809265137,0,101.0999984741211,0.22258368313849336,0.057712886,0.057712886,0,0.22258368,6.764801e-06,0.0,8.502293e-05,2.895643e-06,7.5080044e-07,6.4728833e-06,0.0,1.1754031e-05,15.632818,0.00020337099,0.00036302954,106.58029,6.764801e-06,6.764801e-06,5.8390106e-06,0.0,0.0,0.0,8.502293e-05,8.502293e-05,7.33872e-05,1.1754031e-05,1.1754031e-05,1.0145444e-05,0.0,0.0,0.0,6.4728833e-06,6.4728833e-06,5.5870432e-06,0.00036302954,0.00036302954,0.00031334747,0.00020337099,0.00020337099,0.00017553885,7.742959136303484,6.152719576558019,7.855155141385859,9.348481890903514,7.682271705690572,7.68470561333894
1995,5.0,Australia,AUS,.,High income: OECD,10.045688,9.796773,1.0,0.3792704,0.008506856609,0.7969390303,0.1333516615,0.03242648332,0.004638135783,-0.05197526245,1.0,0.86314595,1,1,0,0,0,1,0,4,6,3,186.06548404693604,0.0448947,3.9027702e-05,7.8055404e-05,4.800000190734863,0,105.0,0.2949135060974276,0.065587744,0.065587744,0,0.2949135,6.244432e-06,0.0,8.8302746e-05,3.836599e-06,8.5324626e-07,7.3561005e-06,0.0,1.5573569e-05,15.518672,0.00020188603,0.00037522428,110.1605,6.244432e-06,6.244432e-06,5.389856e-06,0.0,0.0,0.0,8.8302746e-05,8.8302746e-05,7.621816e-05,1.5573569e-05,1.5573569e-05,1.3442263e-05,0.0,0.0,0.0,7.3561005e-06,7.3561005e-06,6.3493885e-06,0.00037522428,0.00037522428,0.0003238733,0.00020188603,0.00020188603,0.0001742571,7.823778935886559,6.225075496462492,8.053841356289215,9.39864444448516,7.757822524346601,7.689934720387543
1996,5.0,Australia,AUS,.,High income: OECD,10.094896,9.8089485,1.0,0.37714437,0.008090839326999999,0.8287472932,0.01166226092,0.01531488728,0.0026124196999999997,-0.03844926616,1.0,0.8102079,1,1,0,0,0,1,0,6,9,1,774.8558435440063,0.17582911,1.3009233e-05,0.0001170831,5.0,1,108.9000015258789,0.6240026770822201,0.08780891,0.08780891,0,0.6240027,6.5046165e-06,0.0014613229,9.1582566e-05,8.117797e-06,1.1423266e-06,9.8483515e-06,0.0,3.2951866e-05,18.984255,0.0002469706,0.00039379232,115.61182,6.5046165e-06,6.5046165e-06,5.6144336e-06,0.0014613229,0.0014613229,0.001261335,9.1582566e-05,9.1582566e-05,7.904912e-05,3.2951866e-05,3.2951866e-05,2.844227e-05,0.0,0.0,0.0,9.8483515e-06,9.8483515e-06,8.500565e-06,0.00039379232,0.00039379232,0.00033990023,0.0002469706,0.0002469706,0.00021317166,7.880094665700582,6.3430997975587395,8.149193480556406,9.399334822197211,7.768538803953448,7.74544551426768
1997,5.0,Australia,AUS,.,High income: OECD,10.136604,9.820935,1.0,0.39727542,0.007698986167,0.8297901818,0.07695050722,0.01743765402,0.000250417362,-0.02708482863,1.0,0.7572699,1,1,0,0,0,1,0,0,4,0,5.654443264007568,0.0012160193,0.0,5.2036932e-05,5.900000095367432,0,77.9,0.6402371150683236,0.046553753,0.041407555,0,0.6402371,7.675448e-06,0.0,6.551223e-05,8.328994e-06,6.0562866e-07,4.6441323e-06,0.0,3.380916e-05,16.540987,0.00021518556,0.00028775798,84.48164,7.675448e-06,7.675448e-06,6.218708e-06,0.0,0.0,0.0,6.551223e-05,6.551223e-05,5.3078526e-05,3.380916e-05,3.380916e-05,2.7392449e-05,0.0,0.0,0.0,4.6441323e-06,4.6441323e-06,3.7627128e-06,0.00028775798,0.00028775798,0.00023314379,0.00021518556,0.00021518556,0.00017434504,7.9364103955146055,6.461124098654986,8.244545604823594,9.400025199909262,7.779255083560296,7.800956308147817
1998,5.0,Australia,AUS,.,High income: OECD,10.170526,9.832037,1.0,0.38806903,0.006936161152,0.875177286,0.07903931128,0.01484727203,0.000853455454,-0.04432191319,1.0,0.70433193,1,1,0,0,0,1,0,0,6,0,328.3486557006836,0.06750456,0.0,7.8055404e-05,4.5,0,120.0,0.8673011309116605,0.06117559,0.032442383,0,0.8673011,5.854155e-06,0.0,0.00010091742,1.1282923e-05,7.958475e-07,3.6386284e-06,0.0,4.5799785e-05,17.09625,0.00022240913,0.00042713157,125.39974,5.854155e-06,5.854155e-06,4.4331755e-06,0.0,0.0,0.0,0.00010091742,0.00010091742,7.6421726e-05,4.5799785e-05,4.5799785e-05,3.46828e-05,0.0,0.0,0.0,3.6386284e-06,3.6386284e-06,2.7554238e-06,0.00042713157,0.00042713157,0.0003234539,0.00022240913,0.00022240913,0.00016842375,7.992726125328629,6.579148399751234,8.339897729090785,9.400715577621314,7.789971363167142,7.8564671020279535
1999,5.0,Australia,AUS,.,High income: OECD,10.220872,9.84322,1.0,0.40653315,0.007842743886,0.9093346507,0.08714836702999999,0.00848297286,0.001465428277,-0.05452621576,1.0,0.65139395,1,1,0,0,0,1,0,4,5,1,1905.5238342285156,0.36837503,1.3009233e-05,6.5046166e-05,5.800000190734863,0,110.80000305175781,0.6871325318333092,0.07377464,0.018005662,0,0.68713254,7.545356e-06,0.0,9.3180424e-05,8.939068e-06,9.597516e-07,2.0194543e-06,0.0,3.628558e-05,17.984644,0.00023396644,0.00039956006,117.30514,7.545356e-06,7.545356e-06,5.314435e-06,0.0,0.0,0.0,9.3180424e-05,9.3180424e-05,6.5629945e-05,3.628558e-05,3.628558e-05,2.5557092e-05,0.0,0.0,0.0,2.0194543e-06,2.0194543e-06,1.4223662e-06,0.00039956006,0.00039956006,0.0002814229,0.00023396644,0.00023396644,0.00016479004,8.04904185514265,6.697172700847481,8.435249853357973,9.401405955333365,7.8006876427739895,7.91197789590809
2000,5.0,Australia,AUS,.,High income: OECD,10.255426,9.85499,1.0,0.43771592,0.006578271305,0.9298787740000001,0.04072356351,0.03266590565,0.004475183076,-0.03541172969,1.0,0.5984559,1,1,0,0,0,1,0,3,6,0,474.21207427978516,0.087524556,0.0,7.8055404e-05,4.099999904632568,2,101.0999984741211,1.293731473834178,0.07227549,0.026533442,0,1.2937315,5.3337853e-06,0.0029226458,8.502293e-05,1.6830454e-05,9.402487e-07,2.9759015e-06,0.0,6.83184e-05,19.816053,0.00025779166,0.00036963736,108.52026,5.3337853e-06,5.3337853e-06,3.4743955e-06,0.0029226458,0.0029226458,0.0019037938,8.502293e-05,8.502293e-05,5.5383425e-05,6.83184e-05,6.83184e-05,4.450219e-05,0.0,0.0,0.0,2.9759015e-06,2.9759015e-06,1.9384843e-06,0.00036963736,0.00036963736,0.00024077954,0.00025779166,0.00025779166,0.00016792392,8.105357584956675,6.815197001943728,8.530601977625164,9.402096333045415,7.811403922380837,7.967488689788227
2001,5.0,Australia,AUS,.,High income: OECD,10.306973,9.867563,1.0,0.40987056,0.0038560639650000003,0.9449336872,-0.07384580853,0.02171380832,0.004380841121,-0.0194808112,1.0,0.5984559,1,1,0,0,0,1,0,3,9,0,291.521746635437,0.050463926,0.0,0.0001170831,5.199999809265137,1,93.2,0.5622785775883906,0.07890208,0.023849595,0,0.56227857,6.764801e-06,0.0014613229,7.83792e-05,7.314813e-06,1.0264556e-06,2.6748905e-06,0.0,2.9692383e-05,17.343597,0.0002256269,0.00034056872,99.98613,6.764801e-06,6.764801e-06,4.048435e-06,0.0014613229,0.0014613229,0.00087453733,7.83792e-05,7.83792e-05,4.6906494e-05,2.9692383e-05,2.9692383e-05,1.7769582e-05,0.0,0.0,0.0,2.6748905e-06,2.6748905e-06,1.600804e-06,0.00034056872,0.00034056872,0.00020381536,0.0002256269,0.0002256269,0.00013502776,8.024347827700234,6.742635546648501,8.41929811302264,9.332072074087668,7.802368305165066,7.825365099577296
2002,5.0,Australia,AUS,.,High income: OECD,10.350991,9.87996,1.0,0.39732227,0.004965584918,1.007762013,0.06827763444,0.04278456651,0.00300317105,-0.039807238790000005,1.0,0.5984559,1,1,0,0,0,1,0,3,6,1,1888.4586486816406,0.3089704,1.3009233e-05,7.8055404e-05,5.099999904632568,0,110.80000305175781,0.32479791775088035,0.05860416,0.019497959,0,0.32479793,6.6347093e-06,0.0,9.3180424e-05,4.225372e-06,7.623952e-07,2.1868254e-06,0.0,1.7151684e-05,15.75699,0.00020498637,0.00039594667,116.2443,6.6347093e-06,6.6347093e-06,3.970581e-06,0.0,0.0,0.0,9.3180424e-05,9.3180424e-05,5.5764376e-05,1.7151684e-05,1.7151684e-05,1.0264526e-05,0.0,0.0,0.0,2.1868254e-06,2.1868254e-06,1.3087187e-06,0.00039594667,0.00039594667,0.00023695662,0.00020498637,0.00020498637,0.00012267531,8.038228795364166,6.782762667053293,8.380054949251084,9.208949249894383,7.591833528380918,8.227543582241147
2003,5.0,Australia,AUS,.,High income: OECD,10.417984,9.891746,1.0,0.364621,0.005663220902,1.047008631,0.1540584738,0.01712984884,0.002770735241,-0.06123708939,1.0,0.5984559,1,1,0,0,0,1,0,5,10,0,442.2957065105438,0.066882,0.0,0.00013009233,4.300000190734863,0,71.9,0.4864403762985582,0.07392341,0.021032702,0,0.4864404,5.5939704e-06,0.0,6.0466355e-05,6.3282164e-06,9.616869e-07,2.358957e-06,0.0,2.5687577e-05,12.8129225,0.0001666863,0.0002612779,76.70747,5.5939704e-06,5.5939704e-06,3.3477447e-06,0.0,0.0,0.0,6.0466355e-05,6.0466355e-05,3.6186448e-05,2.5687577e-05,2.5687577e-05,1.5372882e-05,0.0,0.0,0.0,2.358957e-06,2.358957e-06,1.4117318e-06,0.0002612779,0.0002612779,0.0001563633,0.0001666863,0.0001666863,9.97544e-05,8.058186829355424,6.775540606930536,8.276520013519093,9.275517937660297,7.622919396338277,8.340436192328918
2004,5.0,Australia,AUS,.,High income: OECD,10.48114,9.903241,1.0,0.38587487,0.005379645108,1.090787581,0.08435649402999999,0.059832257220000004,0.002343612335,-0.06312541807,1.0,0.5984559,1,1,0,0,0,1,0,3,7,0,108.86867618560791,0.0152784195,0.0,9.1064634e-05,5.0,0,99.0999984741211,0.2854485116011082,0.052201398,0.024608154,0,0.28544852,6.5046165e-06,0.0,8.334097e-05,3.7134664e-06,6.791002e-07,2.7599676e-06,0.0,1.5073751e-05,14.905062,0.00019390343,0.00035563737,104.41006,6.5046165e-06,6.5046165e-06,3.892726e-06,0.0,0.0,0.0,8.334097e-05,8.334097e-05,4.9875896e-05,1.5073751e-05,1.5073751e-05,9.020975e-06,0.0,0.0,0.0,2.7599676e-06,2.7599676e-06,1.6517189e-06,0.00035563737,0.00035563737,0.00021283329,0.00019390343,0.00019390343,0.00011604265,8.02592653449268,6.7499277751125275,8.137130582430961,9.355160436131651,7.489206086937252,8.398207791851014
2005,5.0,Australia,AUS,.,High income: OECD,10.555392,9.915038,1.0,0.4061204,0.004870982238,1.135843558,0.06848430371,-0.051116145810000006,0.0026687327820000004,-0.05891380711,1.0,0.5984559,1,1,0,0,0,1,0,2,4,0,137.0,0.017641108,0.0,5.2036932e-05,4.699999809265137,0,125.0,0.7260828471276228,0.043182727,0.03807173,0,0.72608286,6.114339e-06,0.0,0.000105122315,9.445781e-06,5.617742e-07,4.269997e-06,0.0,3.8342438e-05,17.355484,0.00022578154,0.00044438176,130.46416,6.114339e-06,6.114339e-06,3.6591623e-06,0.0,0.0,0.0,0.000105122315,0.000105122315,6.291107e-05,3.8342438e-05,3.8342438e-05,2.2946258e-05,0.0,0.0,0.0,4.269997e-06,4.269997e-06,2.555405e-06,0.00044438176,0.00044438176,0.0002659429,0.00022578154,0.00022578154,0.0001351203,8.188706053464946,6.940641639096965,8.479582166659595,9.440070867503412,7.481925881078231,8.601309712986524
2006,5.0,Australia,AUS,.,High income: OECD,10.628008,9.927667,1.0,0.40620977,0.004338087046,1.189444786,0.07595021721,0.03522892402,0.003538487339,-0.05535251635,1.0,0.5984559,1,1,0,0,0,1,0,3,8,1,1323.6974663734436,0.15652113,1.3009233e-05,0.000104073864,4.900000095367432,0,135.0,1.1396967520765555,0.12083062,-0.0014099586,0,1.1396967,6.3745247e-06,0.0,0.00011353211,1.4826581e-05,1.5719137e-06,-1.581362e-07,0.0,6.0184248e-05,18.91311,0.00024604506,0.00048039894,141.03828,6.3745247e-06,6.3745247e-06,3.814872e-06,0.0,0.0,0.0,0.00011353211,0.00011353211,6.794396e-05,6.0184248e-05,6.0184248e-05,3.601762e-05,0.0,0.0,0.0,-1.581362e-07,-1.581362e-07,-9.463754e-08,0.00048039894,0.00048039894,0.0002874976,0.00024604506,0.00024604506,0.00014724712,8.250717443236585,7.250944639737844,8.426543752745323,9.462993458303142,7.504990802645974,8.60811456275065
2007,5.0,Australia,AUS,.,High income: OECD,10.697275,9.940284,1.0,0.4140663,0.0027941446010000003,1.3585522589999999,0.06311515263,0.04792704034,0.0023323615160000003,-0.06771024885,1.0,0.5984559,1,1,0,0,0,1,0,1,2,1,1488.0496292114258,0.16212109,1.3009233e-05,2.6018466e-05,4.800000190734863,0,110.0,0.6512297657995333,0.12874849,0.040223256,0,0.65122974,6.244432e-06,0.0,9.250764e-05,8.472e-06,1.6749192e-06,4.511305e-06,0.0,3.438965e-05,16.502691,0.00021468737,0.00039338233,115.491455,6.244432e-06,6.244432e-06,3.737017e-06,0.0,0.0,0.0,9.250764e-05,9.250764e-05,5.5361743e-05,3.438965e-05,3.438965e-05,2.0580688e-05,0.0,0.0,0.0,4.511305e-06,4.511305e-06,2.6998173e-06,0.00039338233,0.00039338233,0.00023542198,0.00021468737,0.00021468737,0.00012848093,8.283626311057569,7.319103010785467,8.410772068790383,9.501963732696538,7.542792507523335,8.643500235492118
2008,5.0,Australia,AUS,.,High income: OECD,10.750187,9.952626,1.0,0.44713283,0.004106966116,1.432633773,0.1025129169,0.04453781979,0.004352643242,-0.04501414536000001,1.0,0.5984559,1,1,0,0,0,1,0,1,5,1,2731.4004821777344,0.27878407,1.3009233e-05,6.5046166e-05,4.300000190734863,0,68.0,0.6044086312626239,0.128315,0.016382094,0,0.6044086,5.5939704e-06,0.0,5.718654e-05,7.862893e-06,1.6692798e-06,1.8373606e-06,0.0,3.1917156e-05,12.888026,0.00016766334,0.00024837986,72.92079,5.5939704e-06,5.5939704e-06,3.3477447e-06,0.0,0.0,0.0,5.718654e-05,5.718654e-05,3.422362e-05,3.1917156e-05,3.1917156e-05,1.9101011e-05,0.0,0.0,0.0,1.8373606e-06,1.8373606e-06,1.0995793e-06,0.00024837986,0.00024837986,0.0001486444,0.00016766334,0.00016766334,0.000100339115,8.191143348950872,7.276481760449222,8.177172965429033,9.425732940323607,7.4723684060068525,8.603960672545647
2009,5.0,Australia,AUS,.,High income: OECD,10.760676,9.964706,1.0,0.39932,0.0016011564650000002,1.437329929,-0.005799059370000001,0.029480235709999997,0.00182011224,-0.047490649229999994,1.0,0.5984559,1,1,0,0,0,1,0,2,6,1,1669.82666015625,0.16662951,1.3009233e-05,7.8055404e-05,5.099999904632568,0,110.0,0.43871576926536765,0.058735643,0.058735643,0,0.43871576,6.6347093e-06,0.0,9.250764e-05,5.7073557e-06,7.6410566e-07,6.587592e-06,0.0,2.3167371e-05,16.623339,0.00021625689,0.0003937434,115.59745,6.6347093e-06,6.6347093e-06,3.970581e-06,0.0,0.0,0.0,9.250764e-05,9.250764e-05,5.5361743e-05,2.3167371e-05,2.3167371e-05,1.386465e-05,0.0,0.0,0.0,6.587592e-06,6.587592e-06,3.9423835e-06,0.0003937434,0.0003937434,0.00023563806,0.00021625689,0.00021625689,0.00012942021,8.089432639917998,6.736643189188392,8.108772854856038,9.62372559565565,7.514359625087541,8.463661934802365
2010,5.0,Australia,AUS,.,High income: OECD,10.8143215,9.976541,1.0,0.40711987,0.007178465397,1.475742606,0.03410362744,0.0270198663,0.002845225682,-0.02826954173,1.0,0.5984559,1,1,0,0,0,1,0,3,8,3,8872.737564086914,0.82927924,3.9027702e-05,0.000104073864,5.2,0,109.0,1.5247691831111425,0.072933756,0.0029098385,0,1.5247692,6.764801e-06,0.0,9.166666e-05,1.9836078e-05,9.4881227e-07,3.263577e-07,0.0,8.051886e-05,19.206846,0.00024986634,0.000394187,115.72768,6.764801e-06,6.764801e-06,4.048435e-06,0.0,0.0,0.0,9.166666e-05,9.166666e-05,5.4858454e-05,8.051886e-05,8.051886e-05,4.8186987e-05,0.0,0.0,0.0,3.263577e-07,3.263577e-07,1.9531069e-07,0.000394187,0.000394187,0.00023590353,0.00024986634,0.00024986634,0.00014953398,8.121914367453197,7.170213127655505,8.085421268134695,9.472435740924574,7.519605968417822,8.361895732133389
